"Clinton, Massachusetts",town,"http://dbpedia.org/resource/Clinton,_Massachusetts",-71.6833343506,42.4166679382
"Clinton, Macomb County, Michigan",CDP,"http://dbpedia.org/resource/Clinton_Township,_Macomb_County,_Michigan",-82.9644470215,42.5602760315
"Clinton, Lenawee County, Michigan",village,"http://dbpedia.org/resource/Clinton,_Lenawee_County,_Michigan",-83.9722213745,42.0705566406
"Clinton, Minnesota",city,"http://dbpedia.org/resource/Clinton,_Minnesota",-96.4361114502,45.4597206116
"Clinton, Mississippi",city,"http://dbpedia.org/resource/Clinton,_Mississippi",-90.3216629028,32.3416671753
"Clinton, Missouri",city,"http://dbpedia.org/resource/Clinton,_Missouri",-93.7716674805,38.3699989319
"Clinton, Montana",CDP,"http://dbpedia.org/resource/Clinton,_Montana",-113.7149963379,46.7758331299
"Clinton, Nebraska",village,"http://dbpedia.org/resource/Clinton,_Nebraska",-102.3486099243,42.7594451904
"Clinton, New Jersey",town,"http://dbpedia.org/resource/Clinton,_New_Jersey",-74.9152069092,40.6368103027
"Clinton, Clinton County, New York",town,"http://dbpedia.org/resource/Clinton,_Clinton_County,_New_York",-73.9475021362,44.9430541992
"Clinton, Dutchess County, New York",town,"http://dbpedia.org/resource/Clinton,_Dutchess_County,_New_York",-73.8166656494,41.8499984741
"Clinton, Oneida County, New York",village,"http://dbpedia.org/resource/Clinton,_Oneida_County,_New_York",-75.380279541,43.0488891602
"Clinton, North Carolina",city,"http://dbpedia.org/resource/Clinton,_North_Carolina",-78.3288879395,35.0024986267
"Clinton, Ohio",village,"http://dbpedia.org/resource/Clinton,_Ohio",-81.6330566406,40.9233322144
"Clinton, Oklahoma",city,"http://dbpedia.org/resource/Clinton,_Oklahoma",-98.9741668701,35.5094451904
"Clinton, South Carolina",city,"http://dbpedia.org/resource/Clinton,_South_Carolina",-81.875,34.4713897705
"Clinton, Tennessee",city,"http://dbpedia.org/resource/Clinton,_Tennessee",-84.1286087036,36.1047210693
"Clinton, Utah",city,"http://dbpedia.org/resource/Clinton,_Utah",-112.0533370972,41.1394462585
"Clinton, Washington",CDP,"http://dbpedia.org/resource/Clinton,_Washington",-122.3562469482,47.9761123657
"Clinton, Wisconsin",village,"http://dbpedia.org/resource/Clinton_(village),_Rock_County,_Wisconsin",-88.864440918,42.5566673279
"Fairview, Alabama",town,"http://dbpedia.org/resource/Fairview,_Alabama",-86.6877746582,34.2486114502
"Fairview, California",CDP,"http://dbpedia.org/resource/Fairview,_California",-122.045829773,37.6786117554
"Fairview, Georgia",CDP,"http://dbpedia.org/resource/Fairview,_Georgia",-85.2886123657,34.9347229004
"Fairview, Illinois",village,"http://dbpedia.org/resource/Fairview,_Illinois",-90.1691665649,40.6361122131
"Fairview, Kansas",city,"http://dbpedia.org/resource/Fairview,_Kansas",-95.7275009155,39.8400001526
"Fairview, Christian County, Kentucky",town,"http://dbpedia.org/resource/Fairview,_Kentucky",-87.3038864136,36.843334198
"Fairview, Kenton County, Kentucky",city,"http://dbpedia.org/resource/Fairview,_Kenton_County,_Kentucky",-84.4888916016,38.9977760315
"Fairview, Missouri",town,"http://dbpedia.org/resource/Fairview,_Missouri",-94.0875015259,36.8183326721
"Fairview, Montana",town,"http://dbpedia.org/resource/Fairview,_Montana",-104.048614502,47.8516654968
"Fairview, Bergen County, New Jersey",borough,"http://dbpedia.org/resource/Fairview,_Bergen_County,_New_Jersey",-74.0030593872,40.8210525513
"Fairview, Monmouth County, New Jersey",CDP,"http://dbpedia.org/resource/Fairview,_Monmouth_County,_New_Jersey",-74.0805892944,40.3653106689
"Fairview, Dutchess County, New York",CDP,"http://dbpedia.org/resource/Fairview,_Dutchess_County,_New_York",-73.9147186279,41.7275009155
"Fairview, Westchester County, New York",CDP,"http://dbpedia.org/resource/Fairview,_Westchester_County,_New_York",-73.7977752686,41.0436096191
"Fairview, North Carolina",CDP,"http://dbpedia.org/resource/Fairview,_Buncombe_County,_North_Carolina",-82.4022216797,35.5177764893
"Fairview, North Carolina",town,"http://dbpedia.org/resource/Fairview,_Union_County,_North_Carolina",-80.5375671387,35.1384773254
"Fairview, Ohio",village,"http://dbpedia.org/resource/Fairview,_Ohio",-81.2336120605,40.0569458008
"Fairview, Oklahoma",city,"http://dbpedia.org/resource/Fairview,_Oklahoma",-98.4770202637,36.2705116272
"Fairview, Oregon",city,"http://dbpedia.org/resource/Fairview,_Oregon",-122.4388885498,45.5419425964
"Fairview, Pennsylvania",borough,"http://dbpedia.org/resource/Fairview,_Butler_County,_Pennsylvania",-79.7433319092,41.0152778625
"Fairview, South Dakota",town,"http://dbpedia.org/resource/Fairview,_South_Dakota",-96.489440918,43.2222213745
"Fairview, Tennessee",city,"http://dbpedia.org/resource/Fairview,_Tennessee",-87.1291656494,35.9819450378
"Fairview, Texas",town,"http://dbpedia.org/resource/Fairview,_Texas",-96.6197433472,33.1483268738
"Fairview, Utah",city,"http://dbpedia.org/resource/Fairview,_Utah",-111.4382629395,39.6288871765
"Fairview, West Virginia",town,"http://dbpedia.org/resource/Fairview,_West_Virginia",-80.2472229004,39.5927772522
"Fairview, Wyoming",CDP,"http://dbpedia.org/resource/Fairview,_Wyoming",-110.988609314,42.6891670227
"Salem, Fulton County, Arkansas",city,"http://dbpedia.org/resource/Salem,_Fulton_County,_Arkansas",-91.823890686,36.3705558777
"Salem, Saline County, Arkansas",CDP,"http://dbpedia.org/resource/Salem,_Saline_County,_Arkansas",-92.561668396,34.6294441223
"Salem, Connecticut",town,"http://dbpedia.org/resource/Salem,_Connecticut",-72.2663879395,41.4830551147
"Salem, Georgia",CDP,"http://dbpedia.org/resource/Salem,_Georgia",-84.198890686,32.7486114502
"Salem, Illinois",city,"http://dbpedia.org/resource/Salem,_Illinois",-88.9499969482,38.6333351135
"Salem, Indiana",city,"http://dbpedia.org/resource/Salem,_Indiana",-86.0988922119,38.6041679382
"Salem, Iowa",city,"http://dbpedia.org/resource/Salem,_Iowa",-91.6208343506,40.8530540466
"Salem, Kentucky",city,"http://dbpedia.org/resource/Salem,_Kentucky",-88.2411117554,37.2647209167
"Salem, Massachusetts",city,"http://dbpedia.org/resource/Salem,_Massachusetts",-70.8986129761,42.5169448853
"Salem, Michigan",village,"http://dbpedia.org/resource/Salem_Township,_Washtenaw_County,_Michigan",-83.5999984741,42.4000015259
"Salem, Missouri",city,"http://dbpedia.org/resource/Salem,_Missouri",-91.5388870239,37.6413879395
"Salem, Nebraska",village,"http://dbpedia.org/resource/Salem,_Nebraska",-95.7230529785,40.0766677856
"Salem, New Hampshire",town,"http://dbpedia.org/resource/Salem,_New_Hampshire",-71.2008361816,42.7883338928
"Salem, New Jersey",city,"http://dbpedia.org/resource/Salem,_New_Jersey",-75.4725494385,39.5682373047
"Salem, New Mexico",CDP,"http://dbpedia.org/resource/Salem,_New_Mexico",-107.2122192383,32.7099990845
"Salem, New York",village,"http://dbpedia.org/resource/Salem_(village),_New_York",-73.3283309937,43.1730537415
"Salem, North Carolina",CDP,"http://dbpedia.org/resource/Salem,_North_Carolina",-81.698890686,35.7038879395
"Salem, Ohio",city,"http://dbpedia.org/resource/Salem,_Ohio",-80.8527755737,40.9008331299
"Salem, Oklahoma",CDP,"http://dbpedia.org/resource/Salem,_Oklahoma",-94.57472229,35.7672233582
"Salem, Oregon",city,"http://dbpedia.org/resource/Salem,_Oregon",-123.0288925171,44.9308319092
"Salem, South Carolina",town,"http://dbpedia.org/resource/Salem,_South_Carolina",-82.9747238159,34.8886108398
"Salem, South Dakota",city,"http://dbpedia.org/resource/Salem,_South_Dakota",-97.3866653442,43.7261123657
"Salem, Utah",city,"http://dbpedia.org/resource/Salem,_Utah",-111.6725006104,40.0505561829
"Salem, Virginia",city,"http://dbpedia.org/resource/Salem,_Virginia",-80.0558319092,37.2866668701
"Salem, West Virginia",city,"http://dbpedia.org/resource/Salem,_West_Virginia",-80.5627746582,39.2833328247
"Salem, Kenosha County, Wisconsin",town,"http://dbpedia.org/resource/Salem,_Kenosha_County,_Wisconsin",-88.1108322144,42.5547218323
"Madison, Alabama",city,"http://dbpedia.org/resource/Madison,_Alabama",-86.7397232056,34.7150001526
"Madison, Arkansas",city,"http://dbpedia.org/resource/Madison,_Arkansas",-90.7269439697,35.0136108398
"Madison, Connecticut",town,"http://dbpedia.org/resource/Madison,_Connecticut",-72.6333312988,41.3333320618
"Madison, Florida",city,"http://dbpedia.org/resource/Madison,_Florida",-83.4166641235,30.4666671753
"Madison, Georgia",city,"http://dbpedia.org/resource/Madison,_Georgia",-83.4725036621,33.588054657
"Madison, Illinois",city,"http://dbpedia.org/resource/Madison,_Illinois",-90.1511077881,38.6836128235
"Madison, Indiana",city,"http://dbpedia.org/resource/Madison,_Indiana",-85.4000015259,38.75
"Madison, Kansas",city,"http://dbpedia.org/resource/Madison,_Kansas",-96.13722229,38.1330566406
"Madison, Maine",town,"http://dbpedia.org/resource/Madison,_Maine",-69.8797225952,44.7977790833
"Madison, Minnesota",city,"http://dbpedia.org/resource/Madison,_Minnesota",-96.1958312988,45.0136108398
"Madison, Mississippi",city,"http://dbpedia.org/resource/Madison,_Mississippi",-90.1086120605,32.456943512
"Madison, Missouri",city,"http://dbpedia.org/resource/Madison,_Missouri",-92.2122192383,39.4733314514
"Madison, Nebraska",city,"http://dbpedia.org/resource/Madison,_Nebraska",-97.4569473267,41.8274993896
"Madison, New Hampshire",town,"http://dbpedia.org/resource/Madison,_New_Hampshire",-71.1677780151,43.9038887024
"Madison, New Jersey",borough,"http://dbpedia.org/resource/Madison,_New_Jersey",-74.4178009033,40.7579994202
"Madison, New York",village,"http://dbpedia.org/resource/Madison_(village),_New_York",-75.5152740479,42.9008331299
